Date,Année,Mois,Nom Mois,Jour de la semaine,Année fiscale,Trimestre,Semaine fiscale,Formule,Semaine débutant le,Ordre du mois fiscal,Ordre semaine,MoisFiscal,AnnéeNUM,Date début semaine
2024-02-01,2024,2,Février,jeudi,2024 fiscale,Trimestre 2,13,Semaine #13 du 29 janvier 2024 au 4 février 2024,Semaine #13 du 29 jan 2024 au 4 fév 2024,4,13,Février,2024,29 janvier 2024
2024-02-02,2024,2,Février,vendredi,2024 fiscale,Trimestre 2,13,Semaine #13 du 29 janvier 2024 au 4 février 2024,Semaine #13 du 29 jan 2024 au 4 fév 2024,4,13,Février,2024,29 janvier 2024
2024-02-03,2024,2,Février,samedi,2024 fiscale,Trimestre 2,13,Semaine #13 du 29 janvier 2024 au 4 février 2024,Semaine #13 du 29 jan 2024 au 4 fév 2024,4,13,Février,2024,29 janvier 2024
2024-02-04,2024,2,Février,dimanche,2024 fiscale,Trimestre 2,13,Semaine #13 du 29 janvier 2024 au 4 février 2024,Semaine #13 du 29 jan 2024 au 4 fév 2024,4,13,Février,2024,29 janvier 2024
2024-02-05,2024,2,Février,lundi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-06,2024,2,Février,mardi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-07,2024,2,Février,mercredi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-08,2024,2,Février,jeudi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-09,2024,2,Février,vendredi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-10,2024,2,Février,samedi,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-11,2024,2,Février,dimanche,2024 fiscale,Trimestre 2,14,Semaine #14 du 5 février 2024 au 11 février 2024,Semaine #14 du 5 fév 2024 au 11 fév 2024,4,14,Février,2024,5 février 2024
2024-02-12,2024,2,Février,lundi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-13,2024,2,Février,mardi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-14,2024,2,Février,mercredi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-15,2024,2,Février,jeudi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-16,2024,2,Février,vendredi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-17,2024,2,Février,samedi,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-18,2024,2,Février,dimanche,2024 fiscale,Trimestre 2,15,Semaine #15 du 12 février 2024 au 18 février 2024,Semaine #15 du 12 fév 2024 au 18 fév 2024,4,15,Février,2024,12 février 2024
2024-02-19,2024,2,Février,lundi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-20,2024,2,Février,mardi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-21,2024,2,Février,mercredi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-22,2024,2,Février,jeudi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-23,2024,2,Février,vendredi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-24,2024,2,Février,samedi,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-25,2024,2,Février,dimanche,2024 fiscale,Trimestre 2,16,Semaine #16 du 19 février 2024 au 25 février 2024,Semaine #16 du 19 fév 2024 au 25 fév 2024,4,16,Février,2024,19 février 2024
2024-02-26,2024,2,Février,lundi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,4,17,Février,2024,26 février 2024
2024-02-27,2024,2,Février,mardi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,4,17,Février,2024,26 février 2024
2024-02-28,2024,2,Février,mercredi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,4,17,Février,2024,26 février 2024
2024-02-29,2024,2,Février,jeudi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,4,17,Février,2024,26 février 2024
2024-03-01,2024,3,Mars,vendredi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,5,17,Mars,2024,26 février 2024
2024-03-02,2024,3,Mars,samedi,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,5,17,Mars,2024,26 février 2024
2024-03-03,2024,3,Mars,dimanche,2024 fiscale,Trimestre 2,17,Semaine #17 du 26 février 2024 au 3 mars 2024,Semaine #17 du 26 fév 2024 au 3 mars 2024,5,17,Mars,2024,26 février 2024
2024-03-04,2024,3,Mars,lundi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-05,2024,3,Mars,mardi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-06,2024,3,Mars,mercredi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-07,2024,3,Mars,jeudi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-08,2024,3,Mars,vendredi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-09,2024,3,Mars,samedi,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-10,2024,3,Mars,dimanche,2024 fiscale,Trimestre 2,18,Semaine #18 du 4 mars 2024 au 10 mars 2024,Semaine #18 du 4 mars 2024 au 10 mars 2024,5,18,Mars,2024,4 mars 2024
2024-03-11,2024,3,Mars,lundi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-12,2024,3,Mars,mardi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-13,2024,3,Mars,mercredi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-14,2024,3,Mars,jeudi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-15,2024,3,Mars,vendredi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-16,2024,3,Mars,samedi,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-17,2024,3,Mars,dimanche,2024 fiscale,Trimestre 2,19,Semaine #19 du 11 mars 2024 au 17 mars 2024,Semaine #19 du 11 mars 2024 au 17 mars 2024,5,19,Mars,2024,11 mars 2024
2024-03-18,2024,3,Mars,lundi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-19,2024,3,Mars,mardi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-20,2024,3,Mars,mercredi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-21,2024,3,Mars,jeudi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-22,2024,3,Mars,vendredi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-23,2024,3,Mars,samedi,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-24,2024,3,Mars,dimanche,2024 fiscale,Trimestre 2,20,Semaine #20 du 18 mars 2024 au 24 mars 2024,Semaine #20 du 18 mars 2024 au 24 mars 2024,5,20,Mars,2024,18 mars 2024
2024-03-25,2024,3,Mars,lundi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-26,2024,3,Mars,mardi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-27,2024,3,Mars,mercredi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-28,2024,3,Mars,jeudi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-29,2024,3,Mars,vendredi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-30,2024,3,Mars,samedi,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-03-31,2024,3,Mars,dimanche,2024 fiscale,Trimestre 2,21,Semaine #21 du 25 mars 2024 au 31 mars 2024,Semaine #21 du 25 mars 2024 au 31 mars 2024,5,21,Mars,2024,25 mars 2024
2024-04-01,2024,4,Avril,lundi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-02,2024,4,Avril,mardi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-03,2024,4,Avril,mercredi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-04,2024,4,Avril,jeudi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-05,2024,4,Avril,vendredi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-06,2024,4,Avril,samedi,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-07,2024,4,Avril,dimanche,2024 fiscale,Trimestre 2,22,Semaine #22 du 1 avril 2024 au 7 avril 2024,Semaine #22 du 1 avril 2024 au 7 avril 2024,6,22,Avril,2024,1 avril 2024
2024-04-08,2024,4,Avril,lundi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-09,2024,4,Avril,mardi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-10,2024,4,Avril,mercredi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-11,2024,4,Avril,jeudi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-12,2024,4,Avril,vendredi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-13,2024,4,Avril,samedi,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-14,2024,4,Avril,dimanche,2024 fiscale,Trimestre 2,23,Semaine #23 du 8 avril 2024 au 14 avril 2024,Semaine #23 du 8 avril 2024 au 14 avril 2024,6,23,Avril,2024,8 avril 2024
2024-04-15,2024,4,Avril,lundi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-16,2024,4,Avril,mardi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-17,2024,4,Avril,mercredi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-18,2024,4,Avril,jeudi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-19,2024,4,Avril,vendredi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-20,2024,4,Avril,samedi,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-21,2024,4,Avril,dimanche,2024 fiscale,Trimestre 2,24,Semaine #24 du 15 avril 2024 au 21 avril 2024,Semaine #24 du 15 avril 2024 au 21 avril 2024,6,24,Avril,2024,15 avril 2024
2024-04-22,2024,4,Avril,lundi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-23,2024,4,Avril,mardi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-24,2024,4,Avril,mercredi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-25,2024,4,Avril,jeudi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-26,2024,4,Avril,vendredi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-27,2024,4,Avril,samedi,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-28,2024,4,Avril,dimanche,2024 fiscale,Trimestre 2,25,Semaine #25 du 22 avril 2024 au 28 avril 2024,Semaine #25 du 22 avril 2024 au 28 avril 2024,6,25,Avril,2024,22 avril 2024
2024-04-29,2024,4,Avril,lundi,2024 fiscale,Trimestre 2,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,6,26,Avril,2024,29 avril 2024
2024-04-30,2024,4,Avril,mardi,2024 fiscale,Trimestre 2,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,6,26,Avril,2024,29 avril 2024
2024-05-01,2024,5,Mai,mercredi,2024 fiscale,Trimestre 3,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,7,26,Mai,2024,29 avril 2024
2024-05-02,2024,5,Mai,jeudi,2024 fiscale,Trimestre 3,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,7,26,Mai,2024,29 avril 2024
2024-05-03,2024,5,Mai,vendredi,2024 fiscale,Trimestre 3,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,7,26,Mai,2024,29 avril 2024
2024-05-04,2024,5,Mai,samedi,2024 fiscale,Trimestre 3,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,7,26,Mai,2024,29 avril 2024
2024-05-05,2024,5,Mai,dimanche,2024 fiscale,Trimestre 3,26,Semaine #26 du 29 avril 2024 au 5 mai 2024,Semaine #26 du 29 avril 2024 au 5 mai 2024,7,26,Mai,2024,29 avril 2024
2024-05-06,2024,5,Mai,lundi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-07,2024,5,Mai,mardi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-08,2024,5,Mai,mercredi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-09,2024,5,Mai,jeudi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-10,2024,5,Mai,vendredi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-11,2024,5,Mai,samedi,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-12,2024,5,Mai,dimanche,2024 fiscale,Trimestre 3,27,Semaine #27 du 6 mai 2024 au 12 mai 2024,Semaine #27 du 6 mai 2024 au 12 mai 2024,7,27,Mai,2024,6 mai 2024
2024-05-13,2024,5,Mai,lundi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-14,2024,5,Mai,mardi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-15,2024,5,Mai,mercredi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-16,2024,5,Mai,jeudi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-17,2024,5,Mai,vendredi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-18,2024,5,Mai,samedi,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-19,2024,5,Mai,dimanche,2024 fiscale,Trimestre 3,28,Semaine #28 du 13 mai 2024 au 19 mai 2024,Semaine #28 du 13 mai 2024 au 19 mai 2024,7,28,Mai,2024,13 mai 2024
2024-05-20,2024,5,Mai,lundi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-21,2024,5,Mai,mardi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-22,2024,5,Mai,mercredi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-23,2024,5,Mai,jeudi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-24,2024,5,Mai,vendredi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-25,2024,5,Mai,samedi,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-26,2024,5,Mai,dimanche,2024 fiscale,Trimestre 3,29,Semaine #29 du 20 mai 2024 au 26 mai 2024,Semaine #29 du 20 mai 2024 au 26 mai 2024,7,29,Mai,2024,20 mai 2024
2024-05-27,2024,5,Mai,lundi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,7,30,Mai,2024,27 mai 2024
2024-05-28,2024,5,Mai,mardi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,7,30,Mai,2024,27 mai 2024
2024-05-29,2024,5,Mai,mercredi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,7,30,Mai,2024,27 mai 2024
2024-05-30,2024,5,Mai,jeudi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,7,30,Mai,2024,27 mai 2024
2024-05-31,2024,5,Mai,vendredi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,7,30,Mai,2024,27 mai 2024
2024-06-01,2024,6,Juin,samedi,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,8,30,Juin,2024,27 mai 2024
2024-06-02,2024,6,Juin,dimanche,2024 fiscale,Trimestre 3,30,Semaine #30 du 27 mai 2024 au 2 juin 2024,Semaine #30 du 27 mai 2024 au 2 juin 2024,8,30,Juin,2024,27 mai 2024
2024-06-03,2024,6,Juin,lundi,2024 fiscale,Trimestre 3,31,Semaine #31 du 3 juin 2024 au 9 juin 2024,Semaine #31 du 3 juin 2024 au 9 juin 2024,8,31,Juin,2024,3 juin 2024
2024-06-04,2024,6,Juin,mardi,2024 fiscale,Trimestre 3,31,Semaine #31 du 3 juin 2024 au 9 juin 2024,Semaine #31 du 3 juin 2024 au 9 juin 2024,8,31,Juin,2024,3 juin 2024
